experiment,artifact,dataset,family,model,seeds,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1_score,f1_score_std,roc_auc,roc_auc_std,train_time_s,train_time_std_s,predict_time_s,predict_time_std_s,n_train,n_test,n_features,n_qubits
ALL_MODELS,all_models_ids2012,ids2012,svm,svm_classical,1,0.949,0.0,0.9463220675944334,0.0,0.952,0.0,0.9491525423728814,0.0,0.989535,0.0,0.09599828499631258,0.0,0.08079796200036071,0.0,5608,2000,8,
ALL_MODELS,all_models_ids2012,ids2012,knn,knn_classical,1,0.99,0.0,0.9851485148514851,0.0,0.995,0.0,0.9900497512437811,0.0,0.9957819999999998,0.0,0.003680337998957839,0.0,0.030067962004977744,0.0,5608,2000,8,
ALL_MODELS,all_models_ids2012,ids2012,svm,state_svm_angle,1,0.9325,0.0,0.9227761485826002,0.0,0.944,0.0,0.9332674246169056,0.0,0.965582,0.0,1.297178723005345,0.0,0.4726957059974666,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,svm,state_svm_amplitude,1,0.9025,0.0,0.9314040728831725,0.0,0.869,0.0,0.8991205380237972,0.0,0.9366249999999998,0.0,0.9467633180029225,0.0,0.4032189439967624,0.0,5608,2000,8,3
ALL_MODELS,all_models_ids2012,ids2012,svm,state_svm_zz,1,0.9845,0.0,0.9811320754716981,0.0,0.988,0.0,0.9845540607872446,0.0,0.994759,0.0,8.058788545997231,0.0,2.8681482989995857,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,knn,state_knn_angle,1,0.987,0.0,0.9812252964426877,0.0,0.993,0.0,0.9870775347912525,0.0,0.9935379999999999,0.0,0.8369707669990021,0.0,0.6617745659968932,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,knn,state_knn_amplitude,1,0.9805,0.0,0.9743336623889437,0.0,0.987,0.0,0.9806259314456036,0.0,0.9912115000000001,0.0,0.7545342410012381,0.0,0.5065988749993267,0.0,5608,2000,8,3
ALL_MODELS,all_models_ids2012,ids2012,knn,state_knn_zz,1,0.9855,0.0,0.9802176063303659,0.0,0.991,0.0,0.9855793137742417,0.0,0.9919870000000001,0.0,7.6265496790001635,0.0,3.0794243099953746,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,svm,hybrid_svm_angle,1,0.933,0.0,0.923679060665362,0.0,0.944,0.0,0.933728981206726,0.0,0.973707,0.0,1.4152441230035038,0.0,0.6003636680034106,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,svm,hybrid_svm_amplitude,1,0.893,0.0,0.851520572450805,0.0,0.952,0.0,0.898961284230406,0.0,0.910153,0.0,1.195416036003735,0.0,0.5036357080025482,0.0,5608,2000,8,3
ALL_MODELS,all_models_ids2012,ids2012,svm,hybrid_svm_zz,1,0.714,0.0,0.7057692307692308,0.0,0.734,0.0,0.7196078431372549,0.0,0.7916219999999998,0.0,10.470420924000791,0.0,3.9103682929999195,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,knn,hybrid_knn_angle,1,0.987,0.0,0.9793307086614174,0.0,0.995,0.0,0.9871031746031746,0.0,0.9951935,0.0,1.3291368110003532,0.0,0.4977349049950135,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,knn,hybrid_knn_amplitude,1,0.981,0.0,0.9706457925636007,0.0,0.992,0.0,0.9812067260138477,0.0,0.9903225,0.0,0.9063757070034626,0.0,0.36890585900255246,0.0,5608,2000,8,3
ALL_MODELS,all_models_ids2012,ids2012,knn,hybrid_knn_zz,1,0.6855,0.0,0.6654772524531668,0.0,0.746,0.0,0.7034417727487035,0.0,0.76451,0.0,10.038014958998247,0.0,3.654337444000703,0.0,5608,2000,8,8
ALL_MODELS,all_models_ids2012,ids2012,svm,photonic_hybrid_svm_angle,1,0.98,0.0,0.9761904761904762,0.0,0.984,0.0,0.9800796812749004,0.0,0.993618,0.0,0.9560055879992433,0.0,0.16347340499487473,0.0,5608,2000,56,
ALL_MODELS,all_models_ids2012,ids2012,svm,photonic_hybrid_svm_amplitude,1,0.953,0.0,0.9594320486815415,0.0,0.946,0.0,0.9526686807653575,0.0,0.984124,0.0,0.14338876800320577,0.0,0.10867239099752624,0.0,5608,2000,10,
ALL_MODELS,all_models_ids2012,ids2012,svm,photonic_state_svm_angle,1,0.9575,0.0,0.9561316051844466,0.0,0.959,0.0,0.9575636545182227,0.0,0.968029,0.0,0.3715816920012003,0.0,0.10897884899895871,0.0,5608,2000,8,
ALL_MODELS,all_models_ids2012,ids2012,knn,photonic_hybrid_knn_angle,1,0.988,0.0,0.9812623274161736,0.0,0.995,0.0,0.9880834160873883,0.0,0.9936710000000001,0.0,0.2756871460005641,0.0,0.18034236700623296,0.0,5608,2000,56,
ALL_MODELS,all_models_ids2012,ids2012,knn,photonic_hybrid_knn_amplitude,1,0.9815,0.0,0.9734513274336283,0.0,0.99,0.0,0.9816559246405553,0.0,0.9928985000000001,0.0,0.2658164800013765,0.0,0.1745476409996627,0.0,5608,2000,10,
ALL_MODELS,all_models_ids2012,ids2012,knn,photonic_state_knn_angle,1,0.987,0.0,0.9793307086614174,0.0,0.995,0.0,0.9871031746031746,0.0,0.994724,0.0,0.32378216000506654,0.0,0.20708789100171998,0.0,5608,2000,8,
ALL_MODELS,all_models_url2016,url2016,svm,svm_classical,1,0.937,0.0,0.9668803418803419,0.0,0.905,0.0,0.9349173553719008,0.0,0.9858300000000001,0.0,0.2200719409956946,0.0,0.13447258499945747,0.0,7906,2000,8,
